CustomerID,Age,Gender,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,ClaimsMade,CustomerSatisfactionScore,Region
1171,54,Female,Auto,04/10/2021,04/10/2022 0:00,679.58,2,7,East
1172,20,Male,Auto,10/04/2021,10/04/2022 0:00,968.1,2,8,North
1173,60,Male,Home,07/07/2024,07/07/2025 0:00,754.58,2,10,East
1174,42,,Motor,01/06/2023,01/06/2025 0:00,282.45,4,3,North
1175,69,Female,Motor,30/04/2023,,933.95,4,10,South
1176,26,Male,Home,05/05/2022,05/05/2025 0:00,723.7,0,3,South
1177,,Female,Auto,21/03/2023,21/03/2024 0:00,1212.79,3,5,West
1178,32,Male,Auto,31/03/2024,31/03/2025 0:00,599.18,5,3,South
1179,28,Male,Auto,24/07/2021,24/07/2023 0:00,1089.7,5,8,South
1180,60,Female,Auto,22/12/2019,22/12/2021 0:00,1479.25,3,5,East
1181,29,Male,Motor,07/09/2022,,1468.13,3,10,West
1182,47,Female,Motor,06/09/2021,06/09/2023 0:00,834.3,2,3,North
1183,49,Male,Home,21/05/2021,21/05/2024 0:00,279.15,4,7,South
1184,66,Female,Home,20/02/2023,20/02/2026 0:00,1110.82,1,4,South
1185,43,Male,Home,18/10/2020,18/10/2022 0:00,479.32,5,1,East
1186,28,Female,Motor,10/08/2024,10/08/2025 0:00,1143.12,5,9,West
1187,53,Female,Motor,01/05/2020,,545.19,2,9,South
1188,23,Male,Motor,25/03/2021,25/03/2022 0:00,560.71,2,5,South
1189,68,,Home,13/10/2020,13/10/2022 0:00,1390.23,4,9,West
1190,55,Male,Auto,04/01/2022,04/01/2025 0:00,1323.8,3,10,West
1191,70,Male,Home,16/07/2022,16/07/2025 0:00,866.05,0,,West
1192,63,Female,Auto,28/11/2019,28/11/2020 0:00,497,4,9,East
1193,18,Male,Auto,16/07/2021,16/07/2024 0:00,1050.55,5,10,West
1194,42,Male,Auto,29/05/2021,29/05/2024 0:00,509.56,3,3,East
1195,43,Male,Motor,06/12/2021,,819.19,0,8,South
1196,49,Female,Motor,24/09/2022,24/09/2024 0:00,1274.8,1,9,North
1197,20,Female,Auto,22/06/2023,22/06/2024 0:00,1207.52,3,6,West
1198,45,Female,Motor,24/12/2020,,1185.25,4,,South
1199,56,Female,Motor,16/08/2021,,958.82,3,6,West
1200,29,Male,Motor,14/11/2023,14/11/2025 0:00,493.31,3,3,West
1201,30,Female,Motor,17/07/2024,,1017.57,1,8,West
1202,48,Female,Motor,21/03/2021,,1059.58,5,2,North
1203,59,Female,Motor,09/02/2022,09/02/2024 0:00,1418.16,5,9,East
1204,22,Female,Motor,07/05/2023,,1404.98,4,7,West
1205,38,Male,Motor,15/03/2022,,1144.4,3,3,East
1206,42,Female,Motor,09/12/2022,,803.76,1,2,East
1207,38,Female,Home,18/05/2022,18/05/2024 0:00,1285.55,2,2,East
1208,64,Female,Motor,26/08/2022,,952.95,1,10,West
1209,40,Female,Motor,09/11/2019,,825.97,1,3,East
1210,38,Male,Motor,12/06/2023,,643.96,0,4,South
1211,69,Male,Auto,20/05/2020,,617.34,3,4,North
1212,33,Female,Motor,17/03/2022,,1005.39,2,4,South
1213,69,Male,Motor,15/05/2023,,367.88,0,2,West
1214,29,Female,Home,30/12/2021,30/12/2024 0:00,687.37,1,2,West
1215,25,Male,Auto,29/05/2022,29/05/2023 0:00,504.04,5,3,West
1216,20,Female,Auto,28/06/2023,28/06/2024 0:00,975.85,0,5,West
1217,52,Female,Home,03/07/2024,03/07/2025 0:00,785.42,3,7,West
1218,58,Male,Auto,26/07/2023,26/07/2026 0:00,1449,1,2,East
1219,54,Male,Motor,16/07/2022,16/07/2024 0:00,799.59,5,7,South
1220,27,Female,Motor,27/05/2020,27/05/2022 0:00,1113.18,2,9,North
1221,66,Female,Motor,23/09/2022,,1110.62,0,8,West
1222,30,Male,Motor,18/02/2022,18/02/2024 0:00,1486.66,0,8,East
1223,68,Male,Motor,21/03/2024,,1004.76,2,1,East
1224,33,Male,Home,11/02/2021,11/02/2023 0:00,1357.34,1,9,West
1225,58,Male,Auto,16/12/2023,16/12/2026 0:00,363.89,3,,South
1226,26,Female,Auto,17/12/2021,17/12/2024 0:00,1354.63,2,3,South
1227,22,Female,Auto,26/07/2022,26/07/2023 0:00,896.96,1,7,West
1228,58,Male,Home,05/03/2023,05/03/2026 0:00,930.6,2,5,North
1229,40,Female,Motor,11/05/2022,,1155.02,5,7,North
1230,41,Male,Motor,05/04/2021,05/04/2022 0:00,1492.26,0,2,South
1231,52,Female,Auto,23/11/2023,23/11/2025 0:00,383.1,1,3,North
1232,57,Male,Motor,09/10/2019,09/10/2021 0:00,989.39,1,3,South
1233,49,Male,Motor,20/11/2023,,324.96,4,2,South
1234,44,Male,Home,02/11/2019,02/11/2022 0:00,1159.94,1,8,West
1235,29,Male,Auto,10/03/2024,10/03/2027 0:00,491.97,,5,East
1236,28,Male,Motor,22/04/2021,,1218.42,4,9,North
1237,66,Male,Motor,04/06/2023,04/06/2026 0:00,510.35,4,3,South
1238,67,Male,Motor,21/02/2021,,1037.35,5,2,South
1239,29,Male,Motor,23/02/2022,,504.81,1,6,East
1240,26,Female,Home,12/09/2024,12/09/2026 0:00,329,5,3,South
1241,28,Female,Auto,21/06/2023,21/06/2025 0:00,1072.93,4,9,North
1242,70,Female,Motor,24/03/2024,24/03/2026 0:00,801.53,4,1,South
1243,24,Male,Auto,22/03/2020,22/03/2021 0:00,1356.9,1,1,East
1244,45,Male,Auto,10/07/2023,10/07/2026 0:00,367.85,0,2,East
1245,59,Female,Home,16/07/2021,16/07/2022 0:00,1205.36,0,1,South
1246,21,Male,Motor,21/05/2020,21/05/2023 0:00,534.07,1,5,East
1247,35,Female,Motor,11/01/2020,11/01/2023 0:00,804,1,9,East
1248,42,Male,Motor,08/09/2020,,1120.51,2,5,East
1249,25,Female,Motor,12/06/2022,,864.11,4,6,East
1250,27,Female,Home,25/04/2023,25/04/2026 0:00,1217.51,0,4,East
1251,38,Female,Auto,24/11/2022,24/11/2024 0:00,1460.81,4,3,South
1252,30,Female,Auto,15/05/2020,15/05/2021 0:00,705.84,0,10,North
1253,44,Male,Motor,24/03/2021,24/03/2023 0:00,435.88,2,5,East
1254,,Male,Auto,09/01/2023,09/01/2024 0:00,385.86,4,8,West
1255,49,Female,Motor,06/07/2023,06/07/2026 0:00,367.53,2,10,North
1256,28,Female,Auto,12/01/2022,12/01/2024 0:00,989.68,5,7,South
1257,63,Female,Motor,03/07/2021,,285.25,0,7,North
1258,33,Male,Motor,20/07/2020,20/07/2021 0:00,952.98,2,8,West
1259,37,Female,Motor,25/11/2020,25/11/2023 0:00,1448.19,2,2,West
1260,56,Male,Auto,16/12/2023,16/12/2025 0:00,912.48,3,1,West
1261,47,Male,Motor,20/02/2020,20/02/2022 0:00,292.35,1,2,West
1262,21,Female,Home,13/08/2024,13/08/2026 0:00,449.37,4,6,North
1263,37,Female,Motor,02/06/2021,,798.14,,6,West
1264,50,Female,Home,22/09/2024,22/09/2025 0:00,261.34,4,8,North
1265,18,Male,Home,19/01/2022,19/01/2025 0:00,1050.41,4,5,North
1266,70,Male,Motor,26/03/2020,26/03/2023 0:00,1241.09,4,10,East
1267,36,Female,Home,16/01/2023,16/01/2026 0:00,923.71,2,5,East
1268,31,Male,Motor,24/12/2020,,1450.54,4,7,North
1269,59,Female,Motor,30/01/2023,,284.86,1,9,North
1270,48,Female,Auto,31/08/2020,31/08/2021 0:00,1047.81,3,2,East
1271,26,Male,Motor,05/08/2024,,290.3,2,3,East
1272,68,Female,Home,02/02/2020,02/02/2022 0:00,1419.45,1,,North
1273,48,Female,Motor,17/03/2021,,569.19,2,9,West
1274,61,Female,Home,14/11/2020,14/11/2023 0:00,573.4,3,4,South
1275,49,Female,Motor,02/02/2023,02/02/2026 0:00,1230.95,5,2,East
1276,58,Female,Motor,13/09/2022,13/09/2023 0:00,1056.89,5,4,West
1277,58,Male,Home,25/07/2022,25/07/2023 0:00,746.12,0,2,West
1278,56,Female,Auto,28/10/2022,28/10/2024 0:00,1078.64,5,9,South
1279,25,Male,Motor,06/08/2021,06/08/2022 0:00,518.74,1,2,West
1280,59,Female,Motor,31/07/2020,,724.96,5,4,West
1281,43,Male,Home,23/12/2020,23/12/2021 0:00,1495.38,5,9,North
1282,43,Male,Home,30/05/2021,30/05/2022 0:00,391.85,1,10,North
1283,63,Female,Home,06/06/2023,06/06/2025 0:00,1390.52,5,9,North
1284,69,Female,Motor,07/03/2022,,760.07,2,6,West
1285,43,Male,Motor,23/06/2020,23/06/2023 0:00,308.4,5,2,East
1286,57,Male,Motor,17/02/2020,17/02/2023 0:00,644.21,3,4,North
1287,20,Male,Auto,27/01/2022,27/01/2025 0:00,1139.5,4,7,South
1288,28,Female,Auto,22/03/2022,22/03/2025 0:00,1288.02,5,3,South
1289,37,Male,Unknown,12/08/2022,12/08/2024 0:00,969.7,5,5,East
1290,62,Male,Motor,02/12/2020,,433.95,4,4,South
1291,32,Male,Home,05/06/2023,05/06/2024 0:00,1479.17,0,3,North
1292,35,Female,Motor,26/09/2023,26/09/2025 0:00,1137.94,5,7,South
1293,30,Female,Home,13/02/2024,13/02/2026 0:00,1403.71,4,3,East
1294,,Female,Motor,14/05/2024,,945.93,4,8,West
1295,24,Female,Auto,24/11/2020,24/11/2023 0:00,503.12,4,9,West
1296,53,Female,Motor,02/09/2024,02/09/2025 0:00,750.55,4,4,South
1297,36,Male,Motor,08/03/2020,,1323.09,4,9,North
1298,34,Male,Motor,29/07/2021,29/07/2024 0:00,527.26,0,7,North
1299,27,Female,Motor,16/06/2023,16/06/2024 0:00,834.2,0,4,West
1300,65,Male,Motor,19/08/2021,,478.6,2,8,North
1301,21,Male,Auto,15/04/2020,15/04/2023 0:00,1322.59,0,9,West
1302,31,Female,Motor,15/05/2021,15/05/2024 0:00,1173.95,3,9,West
1303,57,Female,Auto,17/06/2021,17/06/2024 0:00,788.4,4,3,East
1304,28,Female,Motor,07/01/2024,,937.67,3,8,West
1305,52,Female,Motor,30/07/2021,,937.26,5,9,South
1306,31,Male,Motor,24/04/2021,,613.5,5,9,East
1307,25,Female,Auto,17/06/2021,17/06/2024 0:00,1420.51,1,10,South
1308,33,Female,Home,20/07/2024,20/07/2025 0:00,784.22,2,7,North
1309,23,Male,Motor,04/01/2020,04/01/2021 0:00,376.04,5,5,South
1310,64,Male,Motor,25/07/2024,25/07/2026 0:00,1263.46,0,4,North
1311,47,Male,Motor,13/01/2021,,707.57,0,4,West
1312,29,Male,Motor,08/07/2021,,868.07,5,5,South
1313,27,Female,Motor,07/05/2023,,251.37,0,6,West
1314,27,Female,Motor,31/08/2021,31/08/2023 0:00,1293.69,5,9,East
1315,43,Female,Motor,04/06/2021,04/06/2022 0:00,831.16,3,5,East
1316,54,Male,Motor,12/11/2021,,1259.61,4,1,West
1317,27,Male,Motor,01/12/2023,,453.21,0,1,East
1318,47,Male,Auto,14/09/2024,14/09/2025 0:00,1252.3,5,8,West
1319,,Male,Home,23/05/2021,23/05/2024 0:00,1114.68,0,2,East
1320,32,Male,Motor,11/10/2020,,499.2,1,3,North
1321,52,Female,Home,19/12/2021,19/12/2024 0:00,475.54,1,4,East
1322,19,Female,Motor,27/12/2019,27/12/2022 0:00,555.88,4,9,East
1323,56,Male,Auto,04/08/2020,04/08/2023 0:00,1429.08,0,4,South
1324,34,Female,Unknown,05/09/2023,05/09/2026 0:00,1121.44,3,8,North
1325,43,Male,Home,23/09/2021,23/09/2023 0:00,322.17,2,6,West
1326,28,Female,Auto,25/06/2022,25/06/2023 0:00,1171.62,,5,North
1327,52,Male,Auto,24/01/2024,24/01/2027 0:00,839.09,3,9,South
1328,46,Male,Motor,24/10/2020,24/10/2023 0:00,422.41,0,9,West
1329,23,Male,Motor,21/02/2022,21/02/2024 0:00,1208.73,1,3,North
1330,28,Male,Motor,12/02/2024,,489.04,5,9,West
1331,70,Female,Motor,05/07/2022,,665.21,,3,East
1332,65,Female,Home,14/03/2023,14/03/2024 0:00,803.27,4,8,North
1333,22,Female,Auto,30/05/2021,30/05/2022 0:00,318.21,3,9,South
1334,36,Female,Home,07/04/2023,07/04/2025 0:00,606.91,5,3,North
1335,63,Male,Motor,25/08/2022,25/08/2025 0:00,1493.17,0,5,West
1336,,Female,Motor,10/01/2022,10/01/2025 0:00,1255.42,1,10,West
1337,41,Male,Motor,16/02/2021,,597.42,1,6,South
1338,,Female,Motor,11/12/2021,11/12/2024 0:00,304.1,5,5,North
1339,68,Male,Home,13/04/2021,13/04/2022 0:00,730.71,0,3,South
1340,57,Female,Auto,08/12/2021,08/12/2024 0:00,265.8,0,4,South
1341,19,Female,Home,04/05/2024,04/05/2026 0:00,1110.95,1,6,West
1342,38,Male,Motor,14/04/2021,14/04/2024 0:00,1180.19,3,4,West
1343,36,Female,Auto,27/06/2020,27/06/2021 0:00,1048.29,3,7,North
1344,39,Male,Home,15/01/2024,15/01/2025 0:00,965.44,5,10,East
1345,52,Female,Home,04/08/2023,04/08/2025 0:00,371.88,5,1,West
1346,45,Female,Home,01/01/2022,01/01/2023 0:00,1452.65,3,8,North
1347,58,Female,Motor,21/12/2022,,408.68,3,7,West
1348,63,Female,Home,28/05/2022,28/05/2024 0:00,946.4,0,10,South
1349,67,Male,Auto,15/06/2020,15/06/2021 0:00,1315.3,2,4,South
1350,,Male,Motor,09/05/2024,,1157.08,4,5,East
1351,44,Male,Motor,05/06/2021,05/06/2022 0:00,1072.32,4,10,East
1352,33,Male,Auto,16/10/2019,16/10/2022 0:00,1398.41,3,10,South
1353,56,Female,Motor,17/01/2023,,1468.65,1,4,North
1354,61,Female,Home,28/07/2022,28/07/2024 0:00,1173.56,4,7,East
1355,58,Female,Motor,02/02/2024,02/02/2027 0:00,949.21,3,2,West
1356,,Male,Auto,22/02/2021,22/02/2023 0:00,659.98,5,6,East
1357,,Female,Auto,19/04/2024,19/04/2026 0:00,989.53,3,1,South
1358,59,Male,Motor,05/07/2021,,561.56,2,9,East
1359,54,Female,Home,03/10/2021,03/10/2024 0:00,435.71,4,9,North
1360,58,,Auto,30/09/2022,30/09/2024 0:00,1348.76,1,8,South
1361,22,Male,Motor,29/09/2020,,1274.89,0,1,South
1362,56,Male,Motor,10/09/2024,,1123.95,1,4,West
1363,23,Male,Motor,06/04/2022,,406.43,5,2,East
1364,25,Male,Motor,11/11/2020,11/11/2021 0:00,1146.94,0,5,East
1365,49,Male,Motor,04/12/2022,,266.97,5,9,East
1366,54,Male,Auto,22/03/2021,22/03/2022 0:00,1031.58,2,1,East
1367,23,Female,Auto,02/07/2022,02/07/2024 0:00,1121.55,4,3,South
1368,27,Male,Auto,01/11/2022,01/11/2025 0:00,452.58,1,8,South
1369,28,Male,Home,26/02/2024,26/02/2027 0:00,619.98,3,6,South
1370,44,Male,Motor,31/08/2023,31/08/2024 0:00,invalid,5,2,North
1371,34,Male,Home,11/10/2022,11/10/2025 0:00,509.49,5,6,East
1372,39,Male,Motor,25/08/2021,,707.84,3,5,North
1373,19,Female,Home,10/03/2020,10/03/2022 0:00,1327.88,1,2,West
1374,58,Male,Home,05/07/2024,05/07/2025 0:00,447.77,2,1,East
1375,55,Female,Motor,16/02/2020,16/02/2023 0:00,848.44,1,6,West
1376,46,Female,Motor,21/07/2022,21/07/2024 0:00,913.99,4,2,North
1377,,Female,Home,12/08/2022,12/08/2025 0:00,999.51,5,1,South
1378,31,Male,Auto,19/06/2020,19/06/2021 0:00,832.95,3,8,South
1379,39,Male,Home,28/01/2021,28/01/2023 0:00,532.02,1,9,East
1380,44,Male,Motor,05/03/2021,,614.59,4,3,South
1381,64,Female,Motor,17/10/2020,17/10/2023 0:00,1035.37,1,5,South
1382,38,Female,Home,26/09/2023,26/09/2025 0:00,373.74,5,2,East
1383,32,Male,Home,18/08/2020,18/08/2022 0:00,1050.74,2,6,West
1384,68,Female,Motor,20/08/2022,20/08/2025 0:00,1238.62,1,3,South
1385,26,Female,Auto,09/07/2023,09/07/2025 0:00,250.48,2,1,West
1386,34,Male,Motor,19/01/2022,,357.55,0,1,East
1387,42,Male,Motor,08/06/2024,08/06/2027 0:00,484.13,1,10,South
1388,66,Female,Motor,13/07/2024,13/07/2027 0:00,1363.86,3,6,North
1389,51,Female,Home,11/01/2023,11/01/2026 0:00,252.99,2,6,North
1390,27,Male,Motor,07/02/2020,,351.8,2,3,East
1391,24,Male,Motor,20/12/2023,20/12/2026 0:00,946.61,2,2,East
1392,41,Male,Motor,12/12/2022,,1449.58,4,6,West
1393,27,Male,Motor,08/05/2021,,257.16,5,1,West
1394,33,Male,Home,13/07/2020,13/07/2022 0:00,514.97,1,3,West
1395,49,Female,Motor,06/03/2023,06/03/2024 0:00,invalid,0,9,West
1396,65,Male,Motor,29/05/2021,,1248.93,2,2,East
1397,33,Female,Motor,26/05/2021,26/05/2023 0:00,1475.27,4,9,South
1398,55,Male,Motor,30/10/2023,,792.48,5,10,West
1399,28,Male,Motor,21/01/2024,21/01/2027 0:00,564.35,1,8,East
1400,63,Female,Auto,03/02/2022,03/02/2023 0:00,1382.71,4,5,West
1401,32,Female,Auto,19/06/2023,19/06/2025 0:00,966.04,0,2,West
1402,26,Male,Motor,01/02/2024,,618.4,2,5,East
1403,67,Female,Motor,07/12/2023,,519.55,1,3,North
1404,39,Male,Home,16/05/2022,16/05/2024 0:00,1104.37,4,4,South
1405,47,Female,Motor,20/04/2024,,1254.58,0,2,South
1406,54,Male,Motor,26/09/2022,26/09/2025 0:00,1046.95,5,6,South
1407,38,Female,Motor,11/09/2023,11/09/2024 0:00,1337.26,0,8,West
1408,30,Male,Motor,21/10/2020,21/10/2021 0:00,1134.27,2,9,North
1409,49,Male,Motor,08/04/2022,,1263.7,1,4,South
1410,25,Male,Motor,14/07/2022,14/07/2024 0:00,698.21,4,10,South
1411,25,Male,Motor,31/08/2020,31/08/2021 0:00,invalid,5,3,West
1412,25,Female,Home,15/06/2021,15/06/2024 0:00,910.29,3,10,North
1413,45,Female,Home,30/06/2024,30/06/2025 0:00,768.49,1,1,East
1414,24,Female,Home,16/08/2023,16/08/2024 0:00,531.31,4,1,West
1415,,Female,Home,13/03/2024,13/03/2025 0:00,848.7,0,3,South
1416,70,Male,Home,08/11/2020,08/11/2023 0:00,1026.86,2,7,East
1417,70,Female,Motor,15/11/2022,,1408.05,,3,North
1418,21,Female,Auto,20/02/2022,20/02/2023 0:00,837.62,5,5,North
1419,39,Female,Auto,04/11/2019,04/11/2020 0:00,1397.93,2,1,East
1420,38,Male,Home,29/06/2021,29/06/2024 0:00,632,5,3,East
1421,50,Male,Auto,28/08/2024,28/08/2025 0:00,380.43,3,2,East
1422,24,Female,Motor,27/08/2023,27/08/2025 0:00,1361.43,2,8,West
1423,52,Male,Motor,21/08/2021,,1455.92,5,4,South
1424,68,Male,Motor,23/04/2024,23/04/2027 0:00,1190.34,2,5,South
1425,27,Male,Motor,18/01/2021,,286.33,2,9,South
1426,23,Female,Motor,16/07/2024,16/07/2025 0:00,1387.34,4,10,East
1427,59,Male,Motor,11/09/2022,11/09/2023 0:00,730.96,,6,West
1428,19,Female,Home,15/11/2021,15/11/2023 0:00,1397.05,4,7,West
1429,39,Male,Motor,01/02/2020,,974.19,,4,East
1430,43,Female,Motor,27/08/2024,27/08/2026 0:00,274.48,5,8,South
1431,39,Male,Motor,14/11/2019,,896.46,2,4,West
1432,21,Male,Auto,09/09/2020,09/09/2023 0:00,925.4,2,5,South
1433,42,Female,Auto,03/02/2021,03/02/2024 0:00,524.63,3,10,North
1434,30,Male,Auto,17/02/2023,17/02/2024 0:00,719.41,3,8,East
1435,27,Male,Home,05/03/2024,05/03/2027 0:00,934.73,0,8,North
1436,37,Female,Motor,12/04/2020,,1114.8,4,10,South
1437,34,Male,Motor,08/12/2023,,1087.01,4,2,East
1438,44,Male,Motor,09/03/2024,,1280.15,4,2,East
1439,43,Male,Motor,18/11/2019,,886.41,3,9,North
1440,70,Female,Home,30/03/2022,30/03/2025 0:00,864.45,2,9,South
1441,32,Male,Motor,06/09/2022,06/09/2024 0:00,325.47,4,3,South
1442,69,Male,Auto,24/02/2021,24/02/2024 0:00,790.91,0,4,East
1443,37,Female,Auto,10/12/2020,10/12/2023 0:00,669.59,4,8,West
1444,20,Female,Motor,14/11/2023,14/11/2026 0:00,733.99,4,3,West
1445,53,Female,Home,14/05/2022,14/05/2024 0:00,555.82,4,5,West
1446,42,Male,Motor,14/02/2024,,552.66,4,4,South
1447,35,Male,Motor,28/01/2022,,860.93,4,9,South
1448,22,Male,Auto,08/10/2022,08/10/2024 0:00,257.24,1,6,West
1449,25,Male,Home,14/11/2022,14/11/2024 0:00,258.05,0,5,East
1450,18,Male,Motor,30/06/2022,30/06/2024 0:00,1048.62,1,4,South
1451,47,Male,Home,13/11/2023,13/11/2026 0:00,1107.34,0,3,South
1452,43,Female,Motor,10/10/2019,,909.82,5,1,South
1453,23,Female,Auto,01/08/2020,01/08/2021 0:00,590.23,2,7,West
1454,19,Male,Motor,23/10/2022,23/10/2024 0:00,831.25,0,4,South
1455,38,Female,Motor,30/10/2019,,838.06,2,5,North
1456,67,Female,Motor,01/01/2021,01/01/2023 0:00,813.43,1,3,West
1457,62,Male,Home,12/09/2023,12/09/2024 0:00,1350.15,3,9,South
1458,53,Female,Auto,01/03/2022,01/03/2024 0:00,710.95,1,3,East
1459,36,Female,Motor,04/03/2021,04/03/2024 0:00,1316.82,2,2,East
1460,25,Female,Motor,03/12/2021,03/12/2023 0:00,865.01,2,9,West
1461,53,Male,Home,06/08/2024,06/08/2027 0:00,705.75,1,1,East
1462,39,Male,Auto,08/12/2022,,1042.76,1,4,North
1463,40,Female,Motor,27/09/2019,27/09/2022 0:00,513.16,4,,North
1464,23,Female,Motor,16/11/2020,,410.22,1,10,East
1465,58,Female,Auto,06/04/2022,06/04/2023 0:00,314.31,5,6,North
1466,33,Male,Home,25/09/2019,25/09/2020 0:00,1014.87,4,4,West
1467,28,Female,Motor,16/03/2023,,490.87,4,7,South
1468,53,Female,Auto,09/11/2021,09/11/2023 0:00,286,1,6,East
1469,59,Female,Home,12/10/2023,12/10/2026 0:00,490.93,5,,North
1470,24,Male,Motor,16/08/2024,16/08/2025 0:00,754.73,0,4,West
1471,70,Male,Home,23/12/2019,23/12/2022 0:00,1474.64,3,4,West
1472,67,Male,Home,05/06/2023,05/06/2025 0:00,901.81,5,3,South
1473,41,Male,Motor,13/09/2021,,1460.61,5,9,East
1474,28,Male,Auto,05/09/2020,05/09/2023 0:00,270.54,0,7,West
1475,31,Male,Home,23/08/2022,23/08/2025 0:00,1058.99,3,2,East
1476,24,Female,Motor,08/11/2022,,627.85,4,9,West
1477,40,Female,Home,15/09/2021,15/09/2024 0:00,628.99,0,6,West
1478,18,,Home,30/12/2022,30/12/2023 0:00,353.14,4,7,South
1479,36,Female,Home,04/04/2022,04/04/2025 0:00,910.05,5,2,East
1480,50,Female,Home,11/11/2022,11/11/2025 0:00,1356.26,1,5,East
1481,47,,Motor,01/08/2022,,672.12,4,5,North
1482,22,Female,Motor,03/05/2021,,269.82,1,4,East
1483,40,Male,Motor,10/11/2021,10/11/2023 0:00,579.67,3,1,East
1484,70,Female,Motor,22/02/2024,,320.91,0,10,West
1485,60,Male,Home,03/03/2024,03/03/2026 0:00,277.77,2,2,South
1486,19,Male,Motor,08/11/2021,,1129.51,2,7,West
1487,43,Male,Auto,26/02/2020,26/02/2023 0:00,329.62,1,6,South
1488,24,Female,Auto,25/09/2022,25/09/2025 0:00,254.28,2,5,South
1489,70,Male,Home,30/01/2021,30/01/2024 0:00,710.97,,4,East
1490,27,Male,Auto,18/09/2020,18/09/2023 0:00,1141.6,2,7,West
1491,47,,Motor,22/03/2024,,654.94,5,8,West
1492,21,Female,Home,18/04/2022,18/04/2023 0:00,451.35,2,5,West
1493,22,Female,Motor,25/07/2024,,396.27,0,2,East
1494,52,Female,Motor,16/10/2020,16/10/2023 0:00,276.83,2,9,North
1495,23,Female,Motor,27/08/2024,,1335.86,0,6,East
1496,59,Male,Auto,21/10/2020,21/10/2022 0:00,404.86,3,1,East
1497,30,Male,Auto,03/11/2021,03/11/2023 0:00,475.06,5,2,North
1498,25,Male,Home,05/08/2022,05/08/2025 0:00,808.43,5,9,South
1499,63,Female,Home,11/12/2023,11/12/2025 0:00,814.4,2,9,South
1500,33,Female,Home,30/04/2021,30/04/2024 0:00,1422.97,,10,North
1501,47,Female,Motor,04/10/2022,04/10/2023 0:00,1059.84,1,3,North
1502,25,Male,Auto,05/06/2020,05/06/2022 0:00,1384.26,3,6,North
1503,37,Male,Motor,26/01/2024,26/01/2027 0:00,488.72,2,,North
1504,37,Male,Home,27/09/2021,,314.89,5,9,North
1505,69,Male,Motor,11/04/2022,11/04/2024 0:00,261.7,5,1,West
1506,62,Female,Motor,26/10/2023,26/10/2026 0:00,1049.62,4,2,West
1507,54,Male,Motor,23/06/2024,23/06/2025 0:00,610.16,4,1,East
1508,33,Female,Motor,18/06/2024,18/06/2027 0:00,1285.16,2,8,East
1509,56,Female,Auto,28/05/2022,28/05/2024 0:00,790.7,5,8,South
1510,58,Male,Motor,02/02/2022,02/02/2025 0:00,929.73,3,8,South
1511,55,Female,Auto,24/04/2022,24/04/2025 0:00,998.09,1,7,South
1512,69,Female,Motor,24/04/2021,24/04/2023 0:00,1274.12,4,9,East
1513,63,Female,Home,11/07/2021,11/07/2022 0:00,384.43,4,10,North
1514,48,Female,Motor,05/06/2023,05/06/2025 0:00,751,3,5,North
1515,23,Female,Home,10/10/2022,10/10/2025 0:00,1192.85,0,7,South
1516,69,Male,Home,15/02/2023,15/02/2025 0:00,1336.83,1,3,South
1517,53,Female,Home,05/02/2023,05/02/2026 0:00,1146.41,4,8,South
1518,36,Male,Motor,07/03/2021,07/03/2022 0:00,1217.06,2,2,West
1519,22,Female,Motor,20/02/2023,,295.08,1,9,North
1520,41,Male,Motor,04/02/2022,04/02/2024 0:00,1297.24,3,1,West
1521,62,Female,Home,29/08/2023,29/08/2024 0:00,570.38,3,3,East
1522,32,Female,Auto,11/11/2020,11/11/2021 0:00,592.23,0,9,South
1523,53,Female,Auto,07/10/2019,07/10/2020 0:00,413.57,4,1,North
1524,31,Male,Motor,03/12/2022,03/12/2024 0:00,1103.31,3,5,South
1525,,Female,Motor,28/11/2023,,1258.64,1,1,South
1526,28,Female,Auto,27/05/2020,27/05/2023 0:00,657.95,3,1,East
1527,70,Female,Motor,29/12/2019,,966.51,5,2,North
1528,31,Male,Home,24/04/2024,24/04/2027 0:00,393.01,5,7,West
1529,34,Male,Motor,26/11/2023,,310.23,1,8,South
1530,44,Female,Motor,26/10/2019,26/10/2022 0:00,524.16,0,1,East
1531,59,Female,Home,08/10/2019,08/10/2021 0:00,481.94,2,1,East
1532,66,Female,Motor,19/11/2019,,419.14,2,8,South
1533,54,Male,Auto,11/11/2021,11/11/2024 0:00,invalid,2,1,South
1534,26,Male,Motor,14/11/2021,,1483.53,0,7,South
1535,59,Female,Home,14/03/2022,14/03/2024 0:00,322.76,0,2,East
1536,45,Female,Auto,17/07/2021,17/07/2023 0:00,1321.7,4,9,West
1537,68,Male,Home,01/07/2023,01/07/2025 0:00,521.44,5,2,East
1538,18,Male,Unknown,05/09/2023,05/09/2024 0:00,1038.15,5,6,North
1539,30,Male,Home,18/03/2020,18/03/2021 0:00,445.65,4,2,East
1540,49,Male,Motor,27/05/2020,,759.64,1,2,North
1541,36,Male,Motor,22/08/2020,22/08/2021 0:00,1216.99,0,3,East
1542,61,Female,Motor,28/02/2024,,1110.56,5,9,South
1543,43,Male,Home,08/04/2022,08/04/2024 0:00,1230.83,2,2,East
1544,35,Male,Auto,31/05/2021,31/05/2024 0:00,1216.45,4,2,North
