Date,DateKey,Year,Month,MonthName,MonthShort,Day,DayOfWeekNum,DayName,IsWeekend,Quarter,QuarterName,WeekOfYear,FiscalYear,FiscalYearLabel,FiscalMonthNum,FiscalQuarter
2024-05-13,20240513,2024,5,May,May,13,0,Monday,False,2,Q2,20,2024,FY24-25,2,1
2024-05-14,20240514,2024,5,May,May,14,1,Tuesday,False,2,Q2,20,2024,FY24-25,2,1
2024-05-15,20240515,2024,5,May,May,15,2,Wednesday,False,2,Q2,20,2024,FY24-25,2,1
2024-05-16,20240516,2024,5,May,May,16,3,Thursday,False,2,Q2,20,2024,FY24-25,2,1
2024-05-17,20240517,2024,5,May,May,17,4,Friday,False,2,Q2,20,2024,FY24-25,2,1
2024-05-18,20240518,2024,5,May,May,18,5,Saturday,True,2,Q2,20,2024,FY24-25,2,1
2024-05-19,20240519,2024,5,May,May,19,6,Sunday,True,2,Q2,20,2024,FY24-25,2,1
2024-05-20,20240520,2024,5,May,May,20,0,Monday,False,2,Q2,21,2024,FY24-25,2,1
2024-05-21,20240521,2024,5,May,May,21,1,Tuesday,False,2,Q2,21,2024,FY24-25,2,1
2024-05-22,20240522,2024,5,May,May,22,2,Wednesday,False,2,Q2,21,2024,FY24-25,2,1
2024-05-23,20240523,2024,5,May,May,23,3,Thursday,False,2,Q2,21,2024,FY24-25,2,1
2024-05-24,20240524,2024,5,May,May,24,4,Friday,False,2,Q2,21,2024,FY24-25,2,1
2024-05-25,20240525,2024,5,May,May,25,5,Saturday,True,2,Q2,21,2024,FY24-25,2,1
2024-05-26,20240526,2024,5,May,May,26,6,Sunday,True,2,Q2,21,2024,FY24-25,2,1
2024-05-27,20240527,2024,5,May,May,27,0,Monday,False,2,Q2,22,2024,FY24-25,2,1
2024-05-28,20240528,2024,5,May,May,28,1,Tuesday,False,2,Q2,22,2024,FY24-25,2,1
2024-05-29,20240529,2024,5,May,May,29,2,Wednesday,False,2,Q2,22,2024,FY24-25,2,1
2024-05-30,20240530,2024,5,May,May,30,3,Thursday,False,2,Q2,22,2024,FY24-25,2,1
2024-05-31,20240531,2024,5,May,May,31,4,Friday,False,2,Q2,22,2024,FY24-25,2,1
2024-06-01,20240601,2024,6,June,Jun,1,5,Saturday,True,2,Q2,22,2024,FY24-25,3,1
2024-06-02,20240602,2024,6,June,Jun,2,6,Sunday,True,2,Q2,22,2024,FY24-25,3,1
2024-06-03,20240603,2024,6,June,Jun,3,0,Monday,False,2,Q2,23,2024,FY24-25,3,1
2024-06-04,20240604,2024,6,June,Jun,4,1,Tuesday,False,2,Q2,23,2024,FY24-25,3,1
2024-06-05,20240605,2024,6,June,Jun,5,2,Wednesday,False,2,Q2,23,2024,FY24-25,3,1
2024-06-06,20240606,2024,6,June,Jun,6,3,Thursday,False,2,Q2,23,2024,FY24-25,3,1
2024-06-07,20240607,2024,6,June,Jun,7,4,Friday,False,2,Q2,23,2024,FY24-25,3,1
2024-06-08,20240608,2024,6,June,Jun,8,5,Saturday,True,2,Q2,23,2024,FY24-25,3,1
2024-06-09,20240609,2024,6,June,Jun,9,6,Sunday,True,2,Q2,23,2024,FY24-25,3,1
2024-06-10,20240610,2024,6,June,Jun,10,0,Monday,False,2,Q2,24,2024,FY24-25,3,1
2024-06-11,20240611,2024,6,June,Jun,11,1,Tuesday,False,2,Q2,24,2024,FY24-25,3,1
2024-06-12,20240612,2024,6,June,Jun,12,2,Wednesday,False,2,Q2,24,2024,FY24-25,3,1
2024-06-13,20240613,2024,6,June,Jun,13,3,Thursday,False,2,Q2,24,2024,FY24-25,3,1
2024-06-14,20240614,2024,6,June,Jun,14,4,Friday,False,2,Q2,24,2024,FY24-25,3,1
2024-06-15,20240615,2024,6,June,Jun,15,5,Saturday,True,2,Q2,24,2024,FY24-25,3,1
2024-06-16,20240616,2024,6,June,Jun,16,6,Sunday,True,2,Q2,24,2024,FY24-25,3,1
2024-06-17,20240617,2024,6,June,Jun,17,0,Monday,False,2,Q2,25,2024,FY24-25,3,1
2024-06-18,20240618,2024,6,June,Jun,18,1,Tuesday,False,2,Q2,25,2024,FY24-25,3,1
2024-06-19,20240619,2024,6,June,Jun,19,2,Wednesday,False,2,Q2,25,2024,FY24-25,3,1
2024-06-20,20240620,2024,6,June,Jun,20,3,Thursday,False,2,Q2,25,2024,FY24-25,3,1
2024-06-21,20240621,2024,6,June,Jun,21,4,Friday,False,2,Q2,25,2024,FY24-25,3,1
2024-06-22,20240622,2024,6,June,Jun,22,5,Saturday,True,2,Q2,25,2024,FY24-25,3,1
2024-06-23,20240623,2024,6,June,Jun,23,6,Sunday,True,2,Q2,25,2024,FY24-25,3,1
2024-06-24,20240624,2024,6,June,Jun,24,0,Monday,False,2,Q2,26,2024,FY24-25,3,1
2024-06-25,20240625,2024,6,June,Jun,25,1,Tuesday,False,2,Q2,26,2024,FY24-25,3,1
2024-06-26,20240626,2024,6,June,Jun,26,2,Wednesday,False,2,Q2,26,2024,FY24-25,3,1
2024-06-27,20240627,2024,6,June,Jun,27,3,Thursday,False,2,Q2,26,2024,FY24-25,3,1
2024-06-28,20240628,2024,6,June,Jun,28,4,Friday,False,2,Q2,26,2024,FY24-25,3,1
2024-06-29,20240629,2024,6,June,Jun,29,5,Saturday,True,2,Q2,26,2024,FY24-25,3,1
2024-06-30,20240630,2024,6,June,Jun,30,6,Sunday,True,2,Q2,26,2024,FY24-25,3,1
2024-07-01,20240701,2024,7,July,Jul,1,0,Monday,False,3,Q3,27,2024,FY24-25,4,2
2024-07-02,20240702,2024,7,July,Jul,2,1,Tuesday,False,3,Q3,27,2024,FY24-25,4,2
2024-07-03,20240703,2024,7,July,Jul,3,2,Wednesday,False,3,Q3,27,2024,FY24-25,4,2
2024-07-04,20240704,2024,7,July,Jul,4,3,Thursday,False,3,Q3,27,2024,FY24-25,4,2
2024-07-05,20240705,2024,7,July,Jul,5,4,Friday,False,3,Q3,27,2024,FY24-25,4,2
2024-07-06,20240706,2024,7,July,Jul,6,5,Saturday,True,3,Q3,27,2024,FY24-25,4,2
2024-07-07,20240707,2024,7,July,Jul,7,6,Sunday,True,3,Q3,27,2024,FY24-25,4,2
2024-07-08,20240708,2024,7,July,Jul,8,0,Monday,False,3,Q3,28,2024,FY24-25,4,2
2024-07-09,20240709,2024,7,July,Jul,9,1,Tuesday,False,3,Q3,28,2024,FY24-25,4,2
2024-07-10,20240710,2024,7,July,Jul,10,2,Wednesday,False,3,Q3,28,2024,FY24-25,4,2
2024-07-11,20240711,2024,7,July,Jul,11,3,Thursday,False,3,Q3,28,2024,FY24-25,4,2
2024-07-12,20240712,2024,7,July,Jul,12,4,Friday,False,3,Q3,28,2024,FY24-25,4,2
2024-07-13,20240713,2024,7,July,Jul,13,5,Saturday,True,3,Q3,28,2024,FY24-25,4,2
2024-07-14,20240714,2024,7,July,Jul,14,6,Sunday,True,3,Q3,28,2024,FY24-25,4,2
2024-07-15,20240715,2024,7,July,Jul,15,0,Monday,False,3,Q3,29,2024,FY24-25,4,2
2024-07-16,20240716,2024,7,July,Jul,16,1,Tuesday,False,3,Q3,29,2024,FY24-25,4,2
2024-07-17,20240717,2024,7,July,Jul,17,2,Wednesday,False,3,Q3,29,2024,FY24-25,4,2
2024-07-18,20240718,2024,7,July,Jul,18,3,Thursday,False,3,Q3,29,2024,FY24-25,4,2
2024-07-19,20240719,2024,7,July,Jul,19,4,Friday,False,3,Q3,29,2024,FY24-25,4,2
2024-07-20,20240720,2024,7,July,Jul,20,5,Saturday,True,3,Q3,29,2024,FY24-25,4,2
2024-07-21,20240721,2024,7,July,Jul,21,6,Sunday,True,3,Q3,29,2024,FY24-25,4,2
2024-07-22,20240722,2024,7,July,Jul,22,0,Monday,False,3,Q3,30,2024,FY24-25,4,2
2024-07-23,20240723,2024,7,July,Jul,23,1,Tuesday,False,3,Q3,30,2024,FY24-25,4,2
2024-07-24,20240724,2024,7,July,Jul,24,2,Wednesday,False,3,Q3,30,2024,FY24-25,4,2
2024-07-25,20240725,2024,7,July,Jul,25,3,Thursday,False,3,Q3,30,2024,FY24-25,4,2
2024-07-26,20240726,2024,7,July,Jul,26,4,Friday,False,3,Q3,30,2024,FY24-25,4,2
2024-07-27,20240727,2024,7,July,Jul,27,5,Saturday,True,3,Q3,30,2024,FY24-25,4,2
2024-07-28,20240728,2024,7,July,Jul,28,6,Sunday,True,3,Q3,30,2024,FY24-25,4,2
2024-07-29,20240729,2024,7,July,Jul,29,0,Monday,False,3,Q3,31,2024,FY24-25,4,2
2024-07-30,20240730,2024,7,July,Jul,30,1,Tuesday,False,3,Q3,31,2024,FY24-25,4,2
2024-07-31,20240731,2024,7,July,Jul,31,2,Wednesday,False,3,Q3,31,2024,FY24-25,4,2
2024-08-01,20240801,2024,8,August,Aug,1,3,Thursday,False,3,Q3,31,2024,FY24-25,5,2
2024-08-02,20240802,2024,8,August,Aug,2,4,Friday,False,3,Q3,31,2024,FY24-25,5,2
2024-08-03,20240803,2024,8,August,Aug,3,5,Saturday,True,3,Q3,31,2024,FY24-25,5,2
2024-08-04,20240804,2024,8,August,Aug,4,6,Sunday,True,3,Q3,31,2024,FY24-25,5,2
2024-08-05,20240805,2024,8,August,Aug,5,0,Monday,False,3,Q3,32,2024,FY24-25,5,2
2024-08-06,20240806,2024,8,August,Aug,6,1,Tuesday,False,3,Q3,32,2024,FY24-25,5,2
2024-08-07,20240807,2024,8,August,Aug,7,2,Wednesday,False,3,Q3,32,2024,FY24-25,5,2
2024-08-08,20240808,2024,8,August,Aug,8,3,Thursday,False,3,Q3,32,2024,FY24-25,5,2
2024-08-09,20240809,2024,8,August,Aug,9,4,Friday,False,3,Q3,32,2024,FY24-25,5,2
2024-08-10,20240810,2024,8,August,Aug,10,5,Saturday,True,3,Q3,32,2024,FY24-25,5,2
2024-08-11,20240811,2024,8,August,Aug,11,6,Sunday,True,3,Q3,32,2024,FY24-25,5,2
2024-08-12,20240812,2024,8,August,Aug,12,0,Monday,False,3,Q3,33,2024,FY24-25,5,2
2024-08-13,20240813,2024,8,August,Aug,13,1,Tuesday,False,3,Q3,33,2024,FY24-25,5,2
2024-08-14,20240814,2024,8,August,Aug,14,2,Wednesday,False,3,Q3,33,2024,FY24-25,5,2
2024-08-15,20240815,2024,8,August,Aug,15,3,Thursday,False,3,Q3,33,2024,FY24-25,5,2
2024-08-16,20240816,2024,8,August,Aug,16,4,Friday,False,3,Q3,33,2024,FY24-25,5,2
2024-08-17,20240817,2024,8,August,Aug,17,5,Saturday,True,3,Q3,33,2024,FY24-25,5,2
2024-08-18,20240818,2024,8,August,Aug,18,6,Sunday,True,3,Q3,33,2024,FY24-25,5,2
2024-08-19,20240819,2024,8,August,Aug,19,0,Monday,False,3,Q3,34,2024,FY24-25,5,2
2024-08-20,20240820,2024,8,August,Aug,20,1,Tuesday,False,3,Q3,34,2024,FY24-25,5,2
2024-08-21,20240821,2024,8,August,Aug,21,2,Wednesday,False,3,Q3,34,2024,FY24-25,5,2
2024-08-22,20240822,2024,8,August,Aug,22,3,Thursday,False,3,Q3,34,2024,FY24-25,5,2
2024-08-23,20240823,2024,8,August,Aug,23,4,Friday,False,3,Q3,34,2024,FY24-25,5,2
2024-08-24,20240824,2024,8,August,Aug,24,5,Saturday,True,3,Q3,34,2024,FY24-25,5,2
2024-08-25,20240825,2024,8,August,Aug,25,6,Sunday,True,3,Q3,34,2024,FY24-25,5,2
2024-08-26,20240826,2024,8,August,Aug,26,0,Monday,False,3,Q3,35,2024,FY24-25,5,2
2024-08-27,20240827,2024,8,August,Aug,27,1,Tuesday,False,3,Q3,35,2024,FY24-25,5,2
2024-08-28,20240828,2024,8,August,Aug,28,2,Wednesday,False,3,Q3,35,2024,FY24-25,5,2
2024-08-29,20240829,2024,8,August,Aug,29,3,Thursday,False,3,Q3,35,2024,FY24-25,5,2
2024-08-30,20240830,2024,8,August,Aug,30,4,Friday,False,3,Q3,35,2024,FY24-25,5,2
2024-08-31,20240831,2024,8,August,Aug,31,5,Saturday,True,3,Q3,35,2024,FY24-25,5,2
2024-09-01,20240901,2024,9,September,Sep,1,6,Sunday,True,3,Q3,35,2024,FY24-25,6,2
2024-09-02,20240902,2024,9,September,Sep,2,0,Monday,False,3,Q3,36,2024,FY24-25,6,2
2024-09-03,20240903,2024,9,September,Sep,3,1,Tuesday,False,3,Q3,36,2024,FY24-25,6,2
2024-09-04,20240904,2024,9,September,Sep,4,2,Wednesday,False,3,Q3,36,2024,FY24-25,6,2
2024-09-05,20240905,2024,9,September,Sep,5,3,Thursday,False,3,Q3,36,2024,FY24-25,6,2
2024-09-06,20240906,2024,9,September,Sep,6,4,Friday,False,3,Q3,36,2024,FY24-25,6,2
2024-09-07,20240907,2024,9,September,Sep,7,5,Saturday,True,3,Q3,36,2024,FY24-25,6,2
2024-09-08,20240908,2024,9,September,Sep,8,6,Sunday,True,3,Q3,36,2024,FY24-25,6,2
2024-09-09,20240909,2024,9,September,Sep,9,0,Monday,False,3,Q3,37,2024,FY24-25,6,2
2024-09-10,20240910,2024,9,September,Sep,10,1,Tuesday,False,3,Q3,37,2024,FY24-25,6,2
2024-09-11,20240911,2024,9,September,Sep,11,2,Wednesday,False,3,Q3,37,2024,FY24-25,6,2
2024-09-12,20240912,2024,9,September,Sep,12,3,Thursday,False,3,Q3,37,2024,FY24-25,6,2
2024-09-13,20240913,2024,9,September,Sep,13,4,Friday,False,3,Q3,37,2024,FY24-25,6,2
2024-09-14,20240914,2024,9,September,Sep,14,5,Saturday,True,3,Q3,37,2024,FY24-25,6,2
2024-09-15,20240915,2024,9,September,Sep,15,6,Sunday,True,3,Q3,37,2024,FY24-25,6,2
2024-09-16,20240916,2024,9,September,Sep,16,0,Monday,False,3,Q3,38,2024,FY24-25,6,2
2024-09-17,20240917,2024,9,September,Sep,17,1,Tuesday,False,3,Q3,38,2024,FY24-25,6,2
2024-09-18,20240918,2024,9,September,Sep,18,2,Wednesday,False,3,Q3,38,2024,FY24-25,6,2
2024-09-19,20240919,2024,9,September,Sep,19,3,Thursday,False,3,Q3,38,2024,FY24-25,6,2
2024-09-20,20240920,2024,9,September,Sep,20,4,Friday,False,3,Q3,38,2024,FY24-25,6,2
2024-09-21,20240921,2024,9,September,Sep,21,5,Saturday,True,3,Q3,38,2024,FY24-25,6,2
2024-09-22,20240922,2024,9,September,Sep,22,6,Sunday,True,3,Q3,38,2024,FY24-25,6,2
2024-09-23,20240923,2024,9,September,Sep,23,0,Monday,False,3,Q3,39,2024,FY24-25,6,2
2024-09-24,20240924,2024,9,September,Sep,24,1,Tuesday,False,3,Q3,39,2024,FY24-25,6,2
2024-09-25,20240925,2024,9,September,Sep,25,2,Wednesday,False,3,Q3,39,2024,FY24-25,6,2
2024-09-26,20240926,2024,9,September,Sep,26,3,Thursday,False,3,Q3,39,2024,FY24-25,6,2
2024-09-27,20240927,2024,9,September,Sep,27,4,Friday,False,3,Q3,39,2024,FY24-25,6,2
2024-09-28,20240928,2024,9,September,Sep,28,5,Saturday,True,3,Q3,39,2024,FY24-25,6,2
2024-09-29,20240929,2024,9,September,Sep,29,6,Sunday,True,3,Q3,39,2024,FY24-25,6,2
2024-09-30,20240930,2024,9,September,Sep,30,0,Monday,False,3,Q3,40,2024,FY24-25,6,2
2024-10-01,20241001,2024,10,October,Oct,1,1,Tuesday,False,4,Q4,40,2024,FY24-25,7,3
2024-10-02,20241002,2024,10,October,Oct,2,2,Wednesday,False,4,Q4,40,2024,FY24-25,7,3
2024-10-03,20241003,2024,10,October,Oct,3,3,Thursday,False,4,Q4,40,2024,FY24-25,7,3
2024-10-04,20241004,2024,10,October,Oct,4,4,Friday,False,4,Q4,40,2024,FY24-25,7,3
2024-10-05,20241005,2024,10,October,Oct,5,5,Saturday,True,4,Q4,40,2024,FY24-25,7,3
2024-10-06,20241006,2024,10,October,Oct,6,6,Sunday,True,4,Q4,40,2024,FY24-25,7,3
2024-10-07,20241007,2024,10,October,Oct,7,0,Monday,False,4,Q4,41,2024,FY24-25,7,3
2024-10-08,20241008,2024,10,October,Oct,8,1,Tuesday,False,4,Q4,41,2024,FY24-25,7,3
2024-10-09,20241009,2024,10,October,Oct,9,2,Wednesday,False,4,Q4,41,2024,FY24-25,7,3
2024-10-10,20241010,2024,10,October,Oct,10,3,Thursday,False,4,Q4,41,2024,FY24-25,7,3
2024-10-11,20241011,2024,10,October,Oct,11,4,Friday,False,4,Q4,41,2024,FY24-25,7,3
2024-10-12,20241012,2024,10,October,Oct,12,5,Saturday,True,4,Q4,41,2024,FY24-25,7,3
2024-10-13,20241013,2024,10,October,Oct,13,6,Sunday,True,4,Q4,41,2024,FY24-25,7,3
2024-10-14,20241014,2024,10,October,Oct,14,0,Monday,False,4,Q4,42,2024,FY24-25,7,3
2024-10-15,20241015,2024,10,October,Oct,15,1,Tuesday,False,4,Q4,42,2024,FY24-25,7,3
2024-10-16,20241016,2024,10,October,Oct,16,2,Wednesday,False,4,Q4,42,2024,FY24-25,7,3
2024-10-17,20241017,2024,10,October,Oct,17,3,Thursday,False,4,Q4,42,2024,FY24-25,7,3
2024-10-18,20241018,2024,10,October,Oct,18,4,Friday,False,4,Q4,42,2024,FY24-25,7,3
2024-10-19,20241019,2024,10,October,Oct,19,5,Saturday,True,4,Q4,42,2024,FY24-25,7,3
2024-10-20,20241020,2024,10,October,Oct,20,6,Sunday,True,4,Q4,42,2024,FY24-25,7,3
2024-10-21,20241021,2024,10,October,Oct,21,0,Monday,False,4,Q4,43,2024,FY24-25,7,3
2024-10-22,20241022,2024,10,October,Oct,22,1,Tuesday,False,4,Q4,43,2024,FY24-25,7,3
2024-10-23,20241023,2024,10,October,Oct,23,2,Wednesday,False,4,Q4,43,2024,FY24-25,7,3
2024-10-24,20241024,2024,10,October,Oct,24,3,Thursday,False,4,Q4,43,2024,FY24-25,7,3
2024-10-25,20241025,2024,10,October,Oct,25,4,Friday,False,4,Q4,43,2024,FY24-25,7,3
2024-10-26,20241026,2024,10,October,Oct,26,5,Saturday,True,4,Q4,43,2024,FY24-25,7,3
2024-10-27,20241027,2024,10,October,Oct,27,6,Sunday,True,4,Q4,43,2024,FY24-25,7,3
2024-10-28,20241028,2024,10,October,Oct,28,0,Monday,False,4,Q4,44,2024,FY24-25,7,3
2024-10-29,20241029,2024,10,October,Oct,29,1,Tuesday,False,4,Q4,44,2024,FY24-25,7,3
2024-10-30,20241030,2024,10,October,Oct,30,2,Wednesday,False,4,Q4,44,2024,FY24-25,7,3
2024-10-31,20241031,2024,10,October,Oct,31,3,Thursday,False,4,Q4,44,2024,FY24-25,7,3
2024-11-01,20241101,2024,11,November,Nov,1,4,Friday,False,4,Q4,44,2024,FY24-25,8,3
2024-11-02,20241102,2024,11,November,Nov,2,5,Saturday,True,4,Q4,44,2024,FY24-25,8,3
2024-11-03,20241103,2024,11,November,Nov,3,6,Sunday,True,4,Q4,44,2024,FY24-25,8,3
2024-11-04,20241104,2024,11,November,Nov,4,0,Monday,False,4,Q4,45,2024,FY24-25,8,3
2024-11-05,20241105,2024,11,November,Nov,5,1,Tuesday,False,4,Q4,45,2024,FY24-25,8,3
2024-11-06,20241106,2024,11,November,Nov,6,2,Wednesday,False,4,Q4,45,2024,FY24-25,8,3
2024-11-07,20241107,2024,11,November,Nov,7,3,Thursday,False,4,Q4,45,2024,FY24-25,8,3
2024-11-08,20241108,2024,11,November,Nov,8,4,Friday,False,4,Q4,45,2024,FY24-25,8,3
2024-11-09,20241109,2024,11,November,Nov,9,5,Saturday,True,4,Q4,45,2024,FY24-25,8,3
2024-11-10,20241110,2024,11,November,Nov,10,6,Sunday,True,4,Q4,45,2024,FY24-25,8,3
2024-11-11,20241111,2024,11,November,Nov,11,0,Monday,False,4,Q4,46,2024,FY24-25,8,3
2024-11-12,20241112,2024,11,November,Nov,12,1,Tuesday,False,4,Q4,46,2024,FY24-25,8,3
2024-11-13,20241113,2024,11,November,Nov,13,2,Wednesday,False,4,Q4,46,2024,FY24-25,8,3
2024-11-14,20241114,2024,11,November,Nov,14,3,Thursday,False,4,Q4,46,2024,FY24-25,8,3
2024-11-15,20241115,2024,11,November,Nov,15,4,Friday,False,4,Q4,46,2024,FY24-25,8,3
2024-11-16,20241116,2024,11,November,Nov,16,5,Saturday,True,4,Q4,46,2024,FY24-25,8,3
2024-11-17,20241117,2024,11,November,Nov,17,6,Sunday,True,4,Q4,46,2024,FY24-25,8,3
2024-11-18,20241118,2024,11,November,Nov,18,0,Monday,False,4,Q4,47,2024,FY24-25,8,3
2024-11-19,20241119,2024,11,November,Nov,19,1,Tuesday,False,4,Q4,47,2024,FY24-25,8,3
2024-11-20,20241120,2024,11,November,Nov,20,2,Wednesday,False,4,Q4,47,2024,FY24-25,8,3
2024-11-21,20241121,2024,11,November,Nov,21,3,Thursday,False,4,Q4,47,2024,FY24-25,8,3
2024-11-22,20241122,2024,11,November,Nov,22,4,Friday,False,4,Q4,47,2024,FY24-25,8,3
2024-11-23,20241123,2024,11,November,Nov,23,5,Saturday,True,4,Q4,47,2024,FY24-25,8,3
2024-11-24,20241124,2024,11,November,Nov,24,6,Sunday,True,4,Q4,47,2024,FY24-25,8,3
2024-11-25,20241125,2024,11,November,Nov,25,0,Monday,False,4,Q4,48,2024,FY24-25,8,3
2024-11-26,20241126,2024,11,November,Nov,26,1,Tuesday,False,4,Q4,48,2024,FY24-25,8,3
2024-11-27,20241127,2024,11,November,Nov,27,2,Wednesday,False,4,Q4,48,2024,FY24-25,8,3
2024-11-28,20241128,2024,11,November,Nov,28,3,Thursday,False,4,Q4,48,2024,FY24-25,8,3
2024-11-29,20241129,2024,11,November,Nov,29,4,Friday,False,4,Q4,48,2024,FY24-25,8,3
2024-11-30,20241130,2024,11,November,Nov,30,5,Saturday,True,4,Q4,48,2024,FY24-25,8,3
2024-12-01,20241201,2024,12,December,Dec,1,6,Sunday,True,4,Q4,48,2024,FY24-25,9,3
2024-12-02,20241202,2024,12,December,Dec,2,0,Monday,False,4,Q4,49,2024,FY24-25,9,3
2024-12-03,20241203,2024,12,December,Dec,3,1,Tuesday,False,4,Q4,49,2024,FY24-25,9,3
2024-12-04,20241204,2024,12,December,Dec,4,2,Wednesday,False,4,Q4,49,2024,FY24-25,9,3
2024-12-05,20241205,2024,12,December,Dec,5,3,Thursday,False,4,Q4,49,2024,FY24-25,9,3
2024-12-06,20241206,2024,12,December,Dec,6,4,Friday,False,4,Q4,49,2024,FY24-25,9,3
2024-12-07,20241207,2024,12,December,Dec,7,5,Saturday,True,4,Q4,49,2024,FY24-25,9,3
2024-12-08,20241208,2024,12,December,Dec,8,6,Sunday,True,4,Q4,49,2024,FY24-25,9,3
2024-12-09,20241209,2024,12,December,Dec,9,0,Monday,False,4,Q4,50,2024,FY24-25,9,3
2024-12-10,20241210,2024,12,December,Dec,10,1,Tuesday,False,4,Q4,50,2024,FY24-25,9,3
2024-12-11,20241211,2024,12,December,Dec,11,2,Wednesday,False,4,Q4,50,2024,FY24-25,9,3
2024-12-12,20241212,2024,12,December,Dec,12,3,Thursday,False,4,Q4,50,2024,FY24-25,9,3
2024-12-13,20241213,2024,12,December,Dec,13,4,Friday,False,4,Q4,50,2024,FY24-25,9,3
2024-12-14,20241214,2024,12,December,Dec,14,5,Saturday,True,4,Q4,50,2024,FY24-25,9,3
2024-12-15,20241215,2024,12,December,Dec,15,6,Sunday,True,4,Q4,50,2024,FY24-25,9,3
2024-12-16,20241216,2024,12,December,Dec,16,0,Monday,False,4,Q4,51,2024,FY24-25,9,3
2024-12-17,20241217,2024,12,December,Dec,17,1,Tuesday,False,4,Q4,51,2024,FY24-25,9,3
2024-12-18,20241218,2024,12,December,Dec,18,2,Wednesday,False,4,Q4,51,2024,FY24-25,9,3
2024-12-19,20241219,2024,12,December,Dec,19,3,Thursday,False,4,Q4,51,2024,FY24-25,9,3
2024-12-20,20241220,2024,12,December,Dec,20,4,Friday,False,4,Q4,51,2024,FY24-25,9,3
2024-12-21,20241221,2024,12,December,Dec,21,5,Saturday,True,4,Q4,51,2024,FY24-25,9,3
2024-12-22,20241222,2024,12,December,Dec,22,6,Sunday,True,4,Q4,51,2024,FY24-25,9,3
2024-12-23,20241223,2024,12,December,Dec,23,0,Monday,False,4,Q4,52,2024,FY24-25,9,3
2024-12-24,20241224,2024,12,December,Dec,24,1,Tuesday,False,4,Q4,52,2024,FY24-25,9,3
2024-12-25,20241225,2024,12,December,Dec,25,2,Wednesday,False,4,Q4,52,2024,FY24-25,9,3
2024-12-26,20241226,2024,12,December,Dec,26,3,Thursday,False,4,Q4,52,2024,FY24-25,9,3
2024-12-27,20241227,2024,12,December,Dec,27,4,Friday,False,4,Q4,52,2024,FY24-25,9,3
2024-12-28,20241228,2024,12,December,Dec,28,5,Saturday,True,4,Q4,52,2024,FY24-25,9,3
2024-12-29,20241229,2024,12,December,Dec,29,6,Sunday,True,4,Q4,52,2024,FY24-25,9,3
2024-12-30,20241230,2024,12,December,Dec,30,0,Monday,False,4,Q4,1,2024,FY24-25,9,3
2024-12-31,20241231,2024,12,December,Dec,31,1,Tuesday,False,4,Q4,1,2024,FY24-25,9,3
2025-01-01,20250101,2025,1,January,Jan,1,2,Wednesday,False,1,Q1,1,2024,FY24-25,10,4
2025-01-02,20250102,2025,1,January,Jan,2,3,Thursday,False,1,Q1,1,2024,FY24-25,10,4
2025-01-03,20250103,2025,1,January,Jan,3,4,Friday,False,1,Q1,1,2024,FY24-25,10,4
2025-01-04,20250104,2025,1,January,Jan,4,5,Saturday,True,1,Q1,1,2024,FY24-25,10,4
2025-01-05,20250105,2025,1,January,Jan,5,6,Sunday,True,1,Q1,1,2024,FY24-25,10,4
2025-01-06,20250106,2025,1,January,Jan,6,0,Monday,False,1,Q1,2,2024,FY24-25,10,4
2025-01-07,20250107,2025,1,January,Jan,7,1,Tuesday,False,1,Q1,2,2024,FY24-25,10,4
2025-01-08,20250108,2025,1,January,Jan,8,2,Wednesday,False,1,Q1,2,2024,FY24-25,10,4
2025-01-09,20250109,2025,1,January,Jan,9,3,Thursday,False,1,Q1,2,2024,FY24-25,10,4
2025-01-10,20250110,2025,1,January,Jan,10,4,Friday,False,1,Q1,2,2024,FY24-25,10,4
2025-01-11,20250111,2025,1,January,Jan,11,5,Saturday,True,1,Q1,2,2024,FY24-25,10,4
2025-01-12,20250112,2025,1,January,Jan,12,6,Sunday,True,1,Q1,2,2024,FY24-25,10,4
2025-01-13,20250113,2025,1,January,Jan,13,0,Monday,False,1,Q1,3,2024,FY24-25,10,4
2025-01-14,20250114,2025,1,January,Jan,14,1,Tuesday,False,1,Q1,3,2024,FY24-25,10,4
2025-01-15,20250115,2025,1,January,Jan,15,2,Wednesday,False,1,Q1,3,2024,FY24-25,10,4
2025-01-16,20250116,2025,1,January,Jan,16,3,Thursday,False,1,Q1,3,2024,FY24-25,10,4
2025-01-17,20250117,2025,1,January,Jan,17,4,Friday,False,1,Q1,3,2024,FY24-25,10,4
2025-01-18,20250118,2025,1,January,Jan,18,5,Saturday,True,1,Q1,3,2024,FY24-25,10,4
2025-01-19,20250119,2025,1,January,Jan,19,6,Sunday,True,1,Q1,3,2024,FY24-25,10,4
2025-01-20,20250120,2025,1,January,Jan,20,0,Monday,False,1,Q1,4,2024,FY24-25,10,4
2025-01-21,20250121,2025,1,January,Jan,21,1,Tuesday,False,1,Q1,4,2024,FY24-25,10,4
2025-01-22,20250122,2025,1,January,Jan,22,2,Wednesday,False,1,Q1,4,2024,FY24-25,10,4
2025-01-23,20250123,2025,1,January,Jan,23,3,Thursday,False,1,Q1,4,2024,FY24-25,10,4
2025-01-24,20250124,2025,1,January,Jan,24,4,Friday,False,1,Q1,4,2024,FY24-25,10,4
2025-01-25,20250125,2025,1,January,Jan,25,5,Saturday,True,1,Q1,4,2024,FY24-25,10,4
